表層形, 品詞
て,助詞
、,記号
下駄,名詞
の,助詞
鼻緒,名詞
を,助詞
すげかえ,動詞
、,記号
立っ,動詞
て,助詞
はたはた,名詞
と,助詞
手,名詞
を,助詞
打ち合せ,動詞
て,助詞
両手,名詞
の,助詞
よごれ,動詞
を,助詞
払い,動詞
落し,動詞
ながら,助詞
、,記号
わびし,形容詞
さ,名詞
が,助詞
猛然と,副詞
身,名詞
の,助詞
まわり,名詞
に,助詞
押し寄せ,動詞
て,助詞
来る,動詞
気配,名詞
に,助詞
堪え,動詞
かね,動詞
、,記号
お座敷,名詞
に,助詞
駈け,動詞
上っ,動詞
て,助詞
、,記号
まっ,接頭詞
くら,名詞
闇,名詞
の,助詞
中,名詞
で,助詞
奥さま,名詞
の,助詞
お,接頭詞
手,名詞
を,助詞
掴ん,動詞
で,助詞
泣こ,動詞
う,助動詞
かしら,助詞
と,助詞
、,記号
ぐらぐら,副詞
烈しく,形容詞
動揺,名詞
し,動詞
た,助動詞
けれども,助詞
、,記号
ふと,副詞
、,記号
その後,名詞
の,助詞
自分,名詞
の,助詞
しらじらしい,形容詞
何とも,副詞
形,名詞
の,助詞
つか,動詞
ぬ,助動詞
味気,名詞
無い,形容詞
姿,名詞
を,助詞
考え,動詞
、,記号
いや,名詞
に,助詞
なり,動詞
、,記号
「,記号
ありがとう,感動詞
ござい,助動詞
まし,助動詞
た,助動詞
」,記号
と,助詞
、,記号
ばか,接頭詞
叮嚀,名詞
な,助動詞
お辞儀,名詞
を,助詞
し,動詞
て,助詞
、,記号
外,名詞
へ,助詞
出,動詞
て,助詞
、,記号
こが,動詞
らし,助動詞
に,助詞
吹か,動詞
れ,動詞
、,記号
戦闘,名詞
、,記号
開始,名詞
、,記号
恋する,動詞
、,記号
すき,動詞
、,記号
こが,動詞
れる,動詞
、,記号
本当に,副詞
恋する,動詞
、,記号
本当に,副詞
すき,動詞
、,記号
本当に,副詞
こがれる,動詞
、,記号
恋い,動詞
し,動詞
い,動詞
の,名詞
だ,助動詞
から,助詞
仕様,名詞
が,助詞
無い,形容詞
、,記号
すき,名詞
な,助動詞
の,名詞
だ,助動詞
から,助詞
仕様,名詞
が,助詞
無い,形容詞
、,記号
こがれ,動詞
て,助詞
いる,動詞
の,名詞
だ,助動詞
から,助詞
仕様,名詞
が,助詞
無い,形容詞
、,記号
あの,連体詞
奥さま,名詞
は,助詞
たしかに,副詞
珍,名詞
らしく,助動詞
いい,形容詞
お方,名詞
、,記号
あの,連体詞
お嬢さん,名詞
も,助詞
お,接頭詞
綺麗,名詞
だ,助動詞
、,記号
けれども,接続詞
私,名詞
は,助詞
、,記号
神,名詞
の,助詞
審判,名詞
の,助詞
台,名詞
に,助詞
立たさ,動詞
れ,動詞
た,助動詞
って,助詞
、,記号
少し,副詞
も,助詞
自分,名詞
を,助詞
やましい,形容詞
と,助詞
は,助詞
思わ,動詞
ぬ,助動詞
、,記号
人間,名詞
は,助詞
、,記号
恋,名詞
と,助詞
革命,名詞
の,助詞
ため,名詞
に,助詞
生れ,動詞
て,助詞
来,動詞
た,助動詞
の,名詞
だ,助動詞
、,記号
神,名詞
も,助詞
罰し,動詞
給う,動詞
筈,名詞
が,助詞
無い,形容詞
、,記号
私,名詞
は,助詞
みじん,名詞
も,助詞
悪く,形容詞
ない,助動詞
、,記号
本当に,副詞
すき,名詞
な,助動詞
の,名詞
だ,助動詞
から,助詞
大,名詞
威張り,動詞
、,記号
あの,連体詞
ひと,名詞
に,助詞
一目,名詞
お,接頭詞
逢い,動詞
する,動詞
まで,助詞
、,記号
二,名詞
晩,名詞
でも,助詞
三,名詞
晩,名詞
でも,助詞
野宿,名詞
し,動詞
て,助詞
も,助詞
、,記号
必ず,副詞
。,記号
駅前,名詞
の,助詞
白石,名詞
という,助詞
おでん,名詞
や,助詞
は,助詞
、,記号
すぐ,副詞
に,助詞
見つかっ,動詞
た,助動詞
。,記号
けれども,接続詞
、,記号
あの,連体詞
ひと,名詞
は,助詞
いらっしゃら,動詞
ない,助動詞
。,記号
「,記号
阿佐ヶ谷,名詞
です,助動詞
よ,助詞
、,記号
きっと,副詞
。,記号
阿佐ヶ谷,名詞
駅,名詞
の,助詞
北口,名詞
を,助詞
まっすぐ,副詞
に,助詞
いら,動詞
し,動詞
て,助詞
、,記号
そう,副詞
です,助動詞
ね,助詞
、,記号
一,名詞
丁半,名詞
か,助詞
な,助詞
？,記号
　,記号
金物,名詞
屋,名詞
さん,名詞
が,助詞
あり,動詞
ます,助動詞
から,助詞
ね,助詞
、,記号
そこ,名詞
から,助詞
右,名詞
へ,助詞
はいっ,動詞
て,助詞
、,記号
半,名詞
丁,名詞
か,助詞
な,助詞
？,記号
　,記号
柳,名詞
や,助動詞
という,助詞
小料理,名詞
屋,名詞
が,助詞
あり,動詞
ます,助動詞
から,助詞
ね,助詞
、,記号
先生,名詞
、,記号
このごろ,名詞
は,助詞
柳,名詞
や,助詞
の,助詞
お,接頭詞
ステ,名詞
さん,名詞
と,助詞
大,接頭詞
あつあつ,名詞
で,助動詞
、,記号
いりびたり,動詞
だ,助動詞
、,記号
かなわ,動詞
ねえ,助動詞
」,記号
駅,名詞
へ,助詞
行き,動詞
、,記号
切符,名詞
を,助詞
買い,動詞
、,記号
東京,名詞
行き,名詞
の,助詞
省線,名詞
に,助詞
乗り,動詞
、,記号
阿佐ヶ谷,名詞
で,助詞
降り,動詞
て,助詞
、,記号
北口,名詞
、,記号
約,接頭詞
一,名詞
丁半,名詞
、,記号
金物,名詞
屋,名詞
さん,名詞
の,助詞
ところ,名詞
から,助詞
右,名詞
へ,助詞
曲っ,動詞
て,助詞
半,名詞
丁,名詞
、,記号
柳,名詞
や,助詞
は,助詞
、,記号
ひっそり,副詞
し,動詞
て,助詞
い,動詞
た,助動詞
。,記号
「,記号
たった,副詞
いま,名詞
お,接頭詞
帰り,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
大勢,名詞
さん,名詞
で,助動詞
、,記号
これから,副詞
西荻,名詞
の,助詞
チドリ,名詞
の,助詞
おばさん,名詞
の,助詞
ところ,名詞
へ,助詞
行っ,動詞
て,助詞
夜明し,名詞
で,助詞
飲む,動詞
ん,名詞
だ,助動詞
、,記号
とか,助詞
おっしゃっ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
よ,助詞
」,記号
私,名詞
より,助詞
も,助詞
年,名詞
が,助詞
若く,形容詞
て,助詞
、,記号
落ちつい,動詞
て,助詞
、,記号
上品,名詞
で,助動詞
、,記号
親切,名詞
そう,名詞
な,助動詞
、,記号
これ,名詞
が,助詞
あの,連体詞
、,記号
お,接頭詞
ステ,名詞
さん,名詞
とかいう,助詞
あの,連体詞
ひと,名詞
と,助詞
大,接頭詞
あつあつ,名詞
の,助詞
人,名詞
な,助動詞
の,名詞
かしら,助詞
。,記号
「,記号
チドリ,名詞
？,記号
　,記号
西荻,名詞
の,助詞
どの,連体詞
へん,名詞
？,記号
」,記号
心細く,形容詞
て,助詞
、,記号
涙,名詞
が,助詞
出,動詞
そう,名詞
に,助詞
なっ,動詞
た,助動詞
。,記号
自分,名詞
が,助詞
いま,名詞
、,記号
気,名詞
が,助詞
狂っ,動詞
て,助詞
いる,動詞
の,名詞
で,助動詞
は,助詞
ない,形容詞
かしら,助詞
、,記号
と,助詞
ふと,副詞
思っ,動詞
た,助動詞
。,記号
「,記号
よく,副詞
存じ,動詞
ませ,助動詞
ん,助動詞
の,名詞
です,助動詞
けど,助詞
ね,助詞
、,記号
何,名詞
で,助詞
も,助詞
西荻,名詞
の,助詞
駅,名詞
を,助詞
降り,動詞
て,助詞
、,記号
南口,名詞
の,助詞
、,記号
左,名詞
に,助詞
はいっ,動詞
た,助動詞
ところ,名詞
だ,助動詞
とか,助詞
、,記号
とにかく,副詞
、,記号
交番,名詞
で,助詞
お,接頭詞
聞き,動詞
に,助詞
なっ,動詞
たら,助動詞
、,記号
わかる,動詞
ん,名詞
じゃ,助詞
ない,助動詞
でしょ,助動詞
う,助動詞
か,助詞
。,記号
何せ,副詞
、,記号
一,名詞
軒,名詞
で,助動詞
は,助詞
おさまら,動詞
ない,助動詞
ひと,名詞
で,助詞
、,記号
チドリ,名詞
に,助詞
行く,動詞
前,名詞
に,助詞
また,副詞
どこ,名詞
か,助詞
に,助詞
ひっかかっ,動詞
て,助詞
いる,動詞
かも,助詞
知れ,動詞
ませ,助動詞
ん,助動詞
です,助動詞
よ,助詞
」,記号
「,記号
チドリ,名詞
へ,助詞
行っ,動詞
て,助詞
み,動詞
ます,助動詞
。,記号
さようなら,感動詞
」,記号
また,接続詞
、,記号
逆もどり,名詞
。,記号
阿佐ヶ谷,名詞
から,助詞
省線,名詞
で,助詞
立川,名詞
行き,名詞
に,助詞
乗り,動詞
、,記号
荻窪,名詞
、,記号
西荻,名詞
窪,名詞
、,記号
駅,名詞
の,助詞
南口,名詞
で,助詞
降り,動詞
て,助詞
、,記号
こが,動詞
らし,助動詞
に,助詞
吹か,動詞
れ,動詞
て,助詞
うろつき,動詞
、,記号
交番,名詞
を,助詞
見つけ,動詞
て,助詞
、,記号
チドリ,名詞
の,助詞
方角,名詞
を,助詞
たずね,動詞
て,助詞
、,記号
それから,接続詞
、,記号
教え,動詞
られ,動詞
た,助動詞
とおり,名詞
の,助詞
夜道,名詞
を,助詞
走る,動詞
よう,名詞
に,助詞
し,動詞
て,助詞
行っ,動詞
て,助詞
、,記号
チドリ,名詞
の,助詞
青い,形容詞
燈籠,名詞
を,助詞
見つけ,動詞
て,助詞
、,記号
ためらわ,動詞
ず,助動詞
格子戸,名詞
を,助詞
あけ,動詞
た,助動詞
。,記号
土間,名詞
が,助詞
あっ,動詞
て,助詞
、,記号
それ,名詞
から,助詞
すぐ,副詞
六,名詞
畳,名詞
間,名詞
くらい,助詞
の,助詞
部屋,名詞
が,助詞
あっ,動詞
て,助詞
、,記号
たばこ,名詞
の,助詞
煙,名詞
で,助詞
濛々,名詞
として,助詞
、,記号
十,名詞
人,名詞
ばかり,助詞
の,助詞
人間,名詞
が,助詞
、,記号
部屋,名詞
の,助詞
大きな,連体詞
卓,名詞
を,助詞
かこん,動詞
で,助詞
、,記号
わ,助詞
あっ,感動詞
わあ,感動詞
っと,助詞
ひどく,形容詞
騒がしい,形容詞
お,接頭詞
酒盛り,名詞
を,助詞
し,動詞
て,助詞
い,動詞
た,助動詞
。,記号
私,名詞
より,助詞
若い,形容詞
くらい,助詞
の,助詞
お嬢さん,名詞
も,助詞
三,名詞
人,名詞
まじっ,動詞
て,助詞
、,記号
たばこ,名詞
を,助詞
吸い,動詞
、,記号
お,接頭詞
酒,名詞
を,助詞
飲ん,動詞
で,助詞
い,動詞
た,助動詞
。,記号
私,名詞
は,助詞
土間,名詞
に,助詞
立っ,動詞
て,助詞
、,記号
見渡し,動詞
、,記号
見つけ,動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
夢見る,動詞
よう,名詞
な,助動詞
気持ち,名詞
に,助詞
なっ,動詞
た,助動詞
。,記号
ちがう,動詞
の,名詞
だ,助動詞
。,記号
六,名詞
年,名詞
。,記号
まるっきり,副詞
、,記号
もう,副詞
、,記号
違っ,動詞
た,助動詞
ひと,名詞
に,助詞
なっ,動詞
て,助詞
いる,動詞
の,名詞
だ,助動詞
。,記号
これ,名詞
が,助詞
、,記号
あの,連体詞
、,記号
私,名詞
の,助詞
虹,名詞
、,記号
Ｍ,記号
・,記号
Ｃ,記号
、,記号
私,名詞
の,助詞
生き甲斐,名詞
の,助詞
、,記号
あの,連体詞
ひと,名詞
で,助動詞
あろ,助動詞
う,助動詞
か,助詞
。,記号
六,名詞
年,名詞
。,記号
蓬髪,名詞
は,助詞
昔,名詞
の,助詞
まま,名詞
だ,助動詞
けれども,助詞
哀れ,名詞
に,助詞
赤茶け,動詞
て,助詞
薄く,形容詞
なっ,動詞
て,助詞
おり,動詞
、,記号
顔,名詞
は,助詞
黄色く,形容詞
むくん,動詞
で,助詞
、,記号
眼,名詞
の,助詞
ふち,名詞
が,助詞
赤く,形容詞
ただれ,動詞
て,助詞
、,記号
前歯,名詞
が,助詞
抜け落ち,動詞
、,記号
絶えず,副詞
口,名詞
を,助詞
もぐもぐ,副詞
さ,動詞
せ,動詞
て,助詞
、,記号
一,名詞
匹,名詞
の,助詞
老,接頭詞
猿,名詞
が,助詞
背中,名詞
を,助詞
丸く,形容詞
し,動詞
て,助詞
部屋,名詞
の,助詞
片隅,名詞
に,助詞
坐っ,動詞
て,助詞
いる,動詞
感じ,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
お嬢さん,名詞
の,助詞
ひとり,名詞
が,助詞
私,名詞
を,助詞
見とがめ,動詞
、,記号
目,名詞
で,助詞
上原,名詞
さん,名詞
に,助詞
私,名詞
の,助詞
来,動詞
て,助詞
いる,動詞
事,名詞
を,助詞
知らせ,動詞
た,助動詞
。,記号
あの,連体詞
ひと,名詞
は,助詞
坐っ,動詞
た,助動詞
まま,名詞
細長い,形容詞
首,名詞
を,助詞
のばし,動詞
て,助詞
私,名詞
の,助詞
ほう,名詞
を,助詞
見,動詞
て,助詞
、,記号
何,名詞
の,助詞
表情,名詞
も,助詞
無く,形容詞
、,記号
顎,名詞
で,助詞
あがれ,動詞
という,助詞
合図,名詞
を,助詞
し,動詞
た,助動詞
。,記号
一座,名詞
は,助詞
、,記号
私,名詞
に,助詞
何,名詞
の,助詞
関心,名詞
も,助詞
無,形容詞
さ,名詞
そう,名詞
に,助詞
、,記号
わいわい,副詞
の,助詞
大騒ぎ,名詞
を,助詞
つづけ,動詞
、,記号
それでも,接続詞
少し,副詞
ずつ,助詞
席,名詞
を,助詞
詰め,動詞
て,助詞
、,記号
上原,名詞
さん,名詞
の,助詞
すぐ,副詞
右,名詞
隣り,動詞
に,助詞
私,名詞
の,助詞
席,名詞
を,助詞
つくっ,動詞
て,助詞
くれ,動詞
た,助動詞
。,記号
私,名詞
は,助詞
黙っ,動詞
て,助詞
坐っ,動詞
た,助動詞
。,記号
上原,名詞
さん,名詞
は,助詞
、,記号
私,名詞
の,助詞
コップ,名詞
に,助詞
お,接頭詞
酒,名詞
を,助詞
なみなみと,副詞
いっぱい,副詞
注い,動詞
で,助詞
くれ,動詞
て,助詞
、,記号
それから,接続詞
ご,接頭詞
自分,名詞
の,助詞
コップ,名詞
に,助詞
も,助詞
お,接頭詞
酒,名詞
を,助詞
注ぎ,動詞
足し,動詞
て,助詞
、,記号
「,記号
乾杯,名詞
」,記号
と,助詞
しゃがれ,動詞
た,助動詞
声,名詞
で,助詞
低く,形容詞
言っ,動詞
た,助動詞
。,記号
二つ,名詞
の,助詞
コップ,名詞
が,助詞
、,記号
力,名詞
弱く,形容詞
触れ合っ,動詞
て,助詞
、,記号
カチ,名詞
と,助詞
悲しい,形容詞
音,名詞
が,助詞
し,動詞
た,助動詞
。,記号
ギロチン,名詞
、,記号
ギロチン,名詞
、,記号
シュルシュルシュ,名詞
、,記号
と,助詞
誰,名詞
か,助詞
が,助詞
言っ,動詞
て,助詞
、,記号
それ,名詞
に,助詞
応じ,動詞
て,助詞
また,接続詞
ひとり,名詞
が,助詞
、,記号
ギロチン,名詞
、,記号
ギロチン,名詞
、,記号
シュルシュルシュ,名詞
、,記号
と,助詞
言い,動詞
、,記号
カチン,副詞
と,助詞
